global_index,image_path,label,angle_degrees,original_source,relative_path,dataset,source_index,notes
337,images/newmask_train400_0337.jpg,head_right,-7.951873,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001802\BEE24-33_002265_det11_tr0004.jpg,001802/BEE24-33_002265_det11_tr0004.jpg,supp100,37,
338,images/newmask_train400_0338.jpg,unclear,-40.225842,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001719\BEE24-33_004752_det37_tr0009.jpg,001719/BEE24-33_004752_det37_tr0009.jpg,supp100,38,
339,images/newmask_train400_0339.jpg,head_right,-9.272902,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001847\BEE24-33_002336_det21_tr0000.jpg,001847/BEE24-33_002336_det21_tr0000.jpg,supp100,39,
340,images/newmask_train400_0340.jpg,head_left,115.288177,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001866\BEE24-33_001765_det31_tr0000.jpg,001866/BEE24-33_001765_det31_tr0000.jpg,supp100,40,
341,images/newmask_train400_0341.jpg,unclear,108.535492,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000224\BEE24-17_000024_det05_tr0004.jpg,000224/BEE24-17_000024_det05_tr0004.jpg,supp100,41,
342,images/newmask_train400_0342.jpg,head_left,103.568687,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001715\BEE24-33_001607_det27_tr0000.jpg,001715/BEE24-33_001607_det27_tr0000.jpg,supp100,42,
343,images/newmask_train400_0343.jpg,head_right,4.118925,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000030\BEE24-05_000056_det00_tr0030.jpg,000030/BEE24-05_000056_det00_tr0030.jpg,supp100,43,
344,images/newmask_train400_0344.jpg,head_right,77.054611,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000052\BEE24-07_000043_det07_tr0002.jpg,000052/BEE24-07_000043_det07_tr0002.jpg,supp100,44,
345,images/newmask_train400_0345.jpg,head_left,74.066139,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000668\BEE24-33_000589_det09_tr0021.jpg,000668/BEE24-33_000589_det09_tr0021.jpg,supp100,45,
346,images/newmask_train400_0346.jpg,head_left,63.373402,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000499\BEE24-31_000064_det03_tr0028.jpg,000499/BEE24-31_000064_det03_tr0028.jpg,supp100,46,
347,images/newmask_train400_0347.jpg,head_left,105.528839,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\002244\BEE24-16_000068_det07_tr0010.jpg,002244/BEE24-16_000068_det07_tr0010.jpg,supp100,47,
348,images/newmask_train400_0348.jpg,head_left,34.529045,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000678\BEE24-33_000156_det27_tr0017.jpg,000678/BEE24-33_000156_det27_tr0017.jpg,supp100,48,
349,images/newmask_train400_0349.jpg,head_left,-40.755814,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001174\BEE24-33_002325_det23_tr0019.jpg,001174/BEE24-33_002325_det23_tr0019.jpg,supp100,49,
350,images/newmask_train400_0350.jpg,head_left,48.379681,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000611\BEE24-33_000461_det34_tr0007.jpg,000611/BEE24-33_000461_det34_tr0007.jpg,supp100,50,
351,images/newmask_train400_0351.jpg,head_right,8.707356,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001585\BEE24-33_001553_det11_tr0011.jpg,001585/BEE24-33_001553_det11_tr0011.jpg,supp100,51,
352,images/newmask_train400_0352.jpg,head_left,128.218781,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001943\BEE24-33_003905_det33_tr0002.jpg,001943/BEE24-33_003905_det33_tr0002.jpg,supp100,52,
353,images/newmask_train400_0353.jpg,head_left,58.578472,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000071\BEE24-09_000032_det06_tr0003.jpg,000071/BEE24-09_000032_det06_tr0003.jpg,supp100,53,
354,images/newmask_train400_0354.jpg,head_left,73.560295,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\002103\BEE24-35_003216_det10_tr0017.jpg,002103/BEE24-35_003216_det10_tr0017.jpg,supp100,54,
355,images/newmask_train400_0355.jpg,head_left,69.773735,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001584\BEE24-33_004223_det35_tr0000.jpg,001584/BEE24-33_004223_det35_tr0000.jpg,supp100,55,
356,images/newmask_train400_0356.jpg,head_left,87.556435,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001747\BEE24-33_004927_det27_tr0017.jpg,001747/BEE24-33_004927_det27_tr0017.jpg,supp100,56,
357,images/newmask_train400_0357.jpg,head_right,-21.491375,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001493\BEE24-33_003549_det37_tr0014.jpg,001493/BEE24-33_003549_det37_tr0014.jpg,supp100,57,
358,images/newmask_train400_0358.jpg,head_left,71.578278,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001047\BEE24-33_001947_det10_tr0023.jpg,001047/BEE24-33_001947_det10_tr0023.jpg,supp100,58,
359,images/newmask_train400_0359.jpg,unclear,-23.071625,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001000\BEE24-33_001410_det34_tr0015.jpg,001000/BEE24-33_001410_det34_tr0015.jpg,supp100,59,
360,images/newmask_train400_0360.jpg,head_right,-26.548052,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001321\BEE24-33_002723_det29_tr0004.jpg,001321/BEE24-33_002723_det29_tr0004.jpg,supp100,60,
361,images/newmask_train400_0361.jpg,head_left,31.6705,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000945\BEE24-33_001199_det44_tr0000.jpg,000945/BEE24-33_001199_det44_tr0000.jpg,supp100,61,
362,images/newmask_train400_0362.jpg,unclear,47.289906,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\002208\BEE24-13_000166_det11_tr0037.jpg,002208/BEE24-13_000166_det11_tr0037.jpg,supp100,62,
363,images/newmask_train400_0363.jpg,head_left,-25.97471,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001715\BEE24-33_001807_det01_tr0021.jpg,001715/BEE24-33_001807_det01_tr0021.jpg,supp100,63,
364,images/newmask_train400_0364.jpg,head_right,-15.808584,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000547\BEE24-33_000624_det44_tr0010.jpg,000547/BEE24-33_000624_det44_tr0010.jpg,supp100,64,
365,images/newmask_train400_0365.jpg,head_left,68.567299,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000454\BEE24-28_000021_det04_tr0012.jpg,000454/BEE24-28_000021_det04_tr0012.jpg,supp100,65,
366,images/newmask_train400_0366.jpg,head_right,2.137881,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001456\BEE24-33_003516_det18_tr0011.jpg,001456/BEE24-33_003516_det18_tr0011.jpg,supp100,66,
367,images/newmask_train400_0367.jpg,head_right,8.886427,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000688\BEE24-33_000721_det05_tr0013.jpg,000688/BEE24-33_000721_det05_tr0013.jpg,supp100,67,
368,images/newmask_train400_0368.jpg,head_right,11.803844,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\002167\BEE24-35_004371_det09_tr0017.jpg,002167/BEE24-35_004371_det09_tr0017.jpg,supp100,68,
369,images/newmask_train400_0369.jpg,head_left,55.270245,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001570\BEE24-33_004128_det34_tr0016.jpg,001570/BEE24-33_004128_det34_tr0016.jpg,supp100,69,
370,images/newmask_train400_0370.jpg,head_left,62.483826,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001964\BEE24-35_000518_det00_tr0002.jpg,001964/BEE24-35_000518_det00_tr0002.jpg,supp100,70,
371,images/newmask_train400_0371.jpg,head_left,41.652054,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001992\BEE24-35_000793_det08_tr0002.jpg,001992/BEE24-35_000793_det08_tr0002.jpg,supp100,71,
372,images/newmask_train400_0372.jpg,head_left,95.409668,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000069\BEE24-09_000013_det05_tr0006.jpg,000069/BEE24-09_000013_det05_tr0006.jpg,supp100,72,
373,images/newmask_train400_0373.jpg,head_left,49.767742,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001033\BEE24-33_001780_det27_tr0004.jpg,001033/BEE24-33_001780_det27_tr0004.jpg,supp100,73,
374,images/newmask_train400_0374.jpg,head_left,70.530998,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000471\BEE24-29_000010_det02_tr0004.jpg,000471/BEE24-29_000010_det02_tr0004.jpg,supp100,74,
375,images/newmask_train400_0375.jpg,head_left,74.977211,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000228\BEE24-17_000045_det05_tr0008.jpg,000228/BEE24-17_000045_det05_tr0008.jpg,supp100,75,
376,images/newmask_train400_0376.jpg,head_left,128.434891,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000283\BEE24-20_000070_det03_tr0037.jpg,000283/BEE24-20_000070_det03_tr0037.jpg,supp100,76,
377,images/newmask_train400_0377.jpg,head_left,-7.98544,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001634\BEE24-33_004474_det26_tr0006.jpg,001634/BEE24-33_004474_det26_tr0006.jpg,supp100,77,
378,images/newmask_train400_0378.jpg,head_left,76.789642,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000500\BEE24-31_000042_det06_tr0003.jpg,000500/BEE24-31_000042_det06_tr0003.jpg,supp100,78,
379,images/newmask_train400_0379.jpg,head_left,25.9293,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\002107\BEE24-35_003256_det09_tr0002.jpg,002107/BEE24-35_003256_det09_tr0002.jpg,supp100,79,
380,images/newmask_train400_0380.jpg,head_left,66.180107,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000316\BEE24-22_000024_det09_tr0007.jpg,000316/BEE24-22_000024_det09_tr0007.jpg,supp100,80,
381,images/newmask_train400_0381.jpg,head_left,29.434719,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\002120\BEE24-35_003474_det09_tr0013.jpg,002120/BEE24-35_003474_det09_tr0013.jpg,supp100,81,
382,images/newmask_train400_0382.jpg,head_left,18.621141,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001702\BEE24-33_001589_det38_tr0000.jpg,001702/BEE24-33_001589_det38_tr0000.jpg,supp100,82,
383,images/newmask_train400_0383.jpg,head_left,44.992695,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000662\BEE24-33_000493_det42_tr0008.jpg,000662/BEE24-33_000493_det42_tr0008.jpg,supp100,83,
384,images/newmask_train400_0384.jpg,head_left,28.30312,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001667\BEE24-33_004588_det30_tr0014.jpg,001667/BEE24-33_004588_det30_tr0014.jpg,supp100,84,
385,images/newmask_train400_0385.jpg,head_left,33.164852,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\002153\BEE24-35_004113_det10_tr0006.jpg,002153/BEE24-35_004113_det10_tr0006.jpg,supp100,85,
386,images/newmask_train400_0386.jpg,head_left,8.330962,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001648\BEE24-33_004910_det05_tr0019.jpg,001648/BEE24-33_004910_det05_tr0019.jpg,supp100,86,
387,images/newmask_train400_0387.jpg,head_left,22.974737,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000582\BEE24-33_000680_det42_tr0018.jpg,000582/BEE24-33_000680_det42_tr0018.jpg,supp100,87,
388,images/newmask_train400_0388.jpg,head_left,96.685707,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000248\BEE24-18_000053_det08_tr0022.jpg,000248/BEE24-18_000053_det08_tr0022.jpg,supp100,88,
389,images/newmask_train400_0389.jpg,head_left,-34.287609,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000782\BEE24-33_000291_det12_tr0009.jpg,000782/BEE24-33_000291_det12_tr0009.jpg,supp100,89,
390,images/newmask_train400_0390.jpg,head_left,20.840038,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001699\BEE24-33_001599_det28_tr0008.jpg,001699/BEE24-33_001599_det28_tr0008.jpg,supp100,90,
391,images/newmask_train400_0391.jpg,unclear,23.77013,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\002159\BEE24-35_004210_det07_tr0011.jpg,002159/BEE24-35_004210_det07_tr0011.jpg,supp100,91,
392,images/newmask_train400_0392.jpg,head_right,27.237003,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001961\BEE24-33_004809_det44_tr0000.jpg,001961/BEE24-33_004809_det44_tr0000.jpg,supp100,92,
393,images/newmask_train400_0393.jpg,head_left,23.056635,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001066\BEE24-33_001838_det36_tr0001.jpg,001066/BEE24-33_001838_det36_tr0001.jpg,supp100,93,
394,images/newmask_train400_0394.jpg,head_left,29.826351,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001654\BEE24-33_001609_det08_tr0022.jpg,001654/BEE24-33_001609_det08_tr0022.jpg,supp100,94,
395,images/newmask_train400_0395.jpg,unclear,-27.811447,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001479\BEE24-33_003484_det35_tr0010.jpg,001479/BEE24-33_003484_det35_tr0010.jpg,supp100,95,
396,images/newmask_train400_0396.jpg,head_right,-13.441794,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000601\BEE24-33_000739_det28_tr0015.jpg,000601/BEE24-33_000739_det28_tr0015.jpg,supp100,96,
397,images/newmask_train400_0397.jpg,unclear,121.152222,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000757\BEE24-33_000227_det28_tr0001.jpg,000757/BEE24-33_000227_det28_tr0001.jpg,supp100,97,
398,images/newmask_train400_0398.jpg,unclear,-39.730373,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001719\BEE24-33_004743_det40_tr0004.jpg,001719/BEE24-33_004743_det40_tr0004.jpg,supp100,98,
399,images/newmask_train400_0399.jpg,unclear,38.731407,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\001361\BEE24-33_002863_det29_tr0004.jpg,001361/BEE24-33_002863_det29_tr0004.jpg,supp100,99,
400,images/newmask_train400_0400.jpg,unclear,13.736747,D:\personal_resources\CV_research\boxmot\output\bee_orientation_labeling\newmask_supplement_100_20260517\masked\000410\BEE24-26_000037_det05_tr0022.jpg,000410/BEE24-26_000037_det05_tr0022.jpg,supp100,100,
